Date,Temperature(C),TdAvg(C),Hr.Avg(%),Wind(km/h),Pres.e.lev(Hp),Prec.(mm),TotClOct,lowClOct,VisKm
10/28/2023,32.3,24.5,27.1,32.0,ESE,1.5,0.0,----,
10/27/2023,31.0,23.2,26.7,27.7,S,5.3,0.0,----,
10/26/2023,32.2,19.3,25.2,34.9,ESE,5.8,0.0,----,
10/25/2023,31.0,19.2,23.5,44.9,ESE,5.0,0.0,----,
10/24/2023,31.2,20.0,25.2,35.9,SSE,5.8,0.0,----,
10/23/2023,31.4,21.1,25.5,31.3,E,4.6,0.0,----,
10/22/2023,30.3,18.7,23.7,37.1,ESE,6.9,0.0,----,
10/21/2023,29.4,17.8,21.3,59.8,ESE,3.0,0.0,----,
10/20/2023,25.7,16.5,20.2,75.8,WSW,4.6,0.0,----,
10/19/2023,23.9,17.4,20.1,72.1,W,8.8,0.0,----,
10/18/2023,24.7,15.8,20.4,63.9,W,4.9,0.0,----,
10/17/2023,22.3,16.6,19.6,73.2,W,8.0,----,----,
10/16/2023,-----,-----,-----,75.5,W,15.8,5.0,----,
10/15/2023,24.7,17.2,19.8,79.6,W,16.7,----,----,
10/14/2023,27.6,17.0,21.1,62.0,W,4.6,0.0,----,
10/13/2023,26.8,17.0,20.9,69.4,W,3.7,0.0,----,
10/12/2023,26.9,17.9,21.5,62.6,W,6.3,0.0,----,
10/11/2023,26.7,18.2,20.9,70.4,WNW,6.3,0.0,----,
10/10/2023,26.8,20.5,23.5,53.2,WNW,3.1,0.0,----,
10/09/2023,29.3,19.2,22.6,48.4,WSW,6.6,0.0,----,
10/08/2023,27.6,19.2,23.3,61.0,W,5.0,0.0,----,
10/07/2023,28.2,19.5,22.7,61.6,W,11.1,0.0,----,
10/06/2023,29.1,21.2,24.5,46.5,ENE,4.9,0.0,----,
10/05/2023,30.4,20.2,23.3,54.9,ESE,5.3,0.0,----,
10/04/2023,27.3,18.7,22.1,71.2,W,4.9,0.0,10.0,
10/03/2023,25.9,19.6,22.0,64.4,W,7.6,0.0,----,
10/02/2023,25.3,19.8,21.8,70.7,W,10.8,0.0,----,
10/01/2023,27.5,21.1,23.3,72.6,W,6.9,0.0,----,
09/30/2023,-----,-----,-----,53.0,W,7.4,0.0,----,
09/29/2023,32.6,22.5,28.0,39.7,W,4.8,----,----,
09/28/2023,29.6,18.1,25.0,51.6,W,4.0,----,----,
09/27/2023,31.1,19.0,23.6,67.5,W,7.7,0.0,----,
09/26/2023,31.8,20.3,25.0,61.2,W,10.2,0.0,----,
09/25/2023,31.3,20.9,24.6,70.1,W,12.4,0.0,----,
09/24/2023,31.0,21.9,26.0,59.4,W,9.0,0.0,----,
09/23/2023,34.7,22.5,27.4,51.2,W,2.2,0.0,----,
09/22/2023,-----,-----,-----,78.5,W,3.7,----,----,
09/21/2023,26.7,19.7,23.3,69.0,W,8.7,----,----,
09/20/2023,37.4,20.2,25.3,67.5,WNW,9.5,0.0,----,
09/19/2023,-----,-----,-----,50.5,W,6.5,----,----,
09/18/2023,31.0,-----,-----,60.2,W,8.0,0.0,----,
09/17/2023,29.7,20.2,23.9,58.6,W,14.6,0.0,----,
09/16/2023,-----,-----,-----,49.7,W,9.9,0.0,----,
09/15/2023,31.5,19.3,24.5,52.5,W,4.4,0.0,----,
09/14/2023,-----,-----,-----,61.8,W,15.8,0.0,----,
09/13/2023,27.5,23.4,26.4,53.0,W,7.1,----,----,
09/12/2023,-----,-----,-----,32.5,WSW,6.2,0.0,----,
09/11/2023,31.5,-----,-----,55.0,NW,3.2,0.0,----,
09/10/2023,-----,-----,-----,62.2,W,14.8,0.0,----,
09/09/2023,35.6,26.2,30.2,37.4,W,7.8,0.0,----,
